Palavras,Solucoes
"('w', 'w', 't', '-', 't', 'o', '-', 'o', '-')",58
"('-', 't', 'o', 'w', 't', 'w', '-', 'o', '-')",57
"('w', 'o', 't', 't', 'o', '-', 'w', '-', '-')",0
"('o', 't', '-', 'w', '-', 'o', '-', 't', 'w')",95
"('o', 't', '-', 'o', 'w', '-', 'w', 't', '-')",80
"('-', 'w', 'w', '-', '-', 'o', 't', 't', 'o')",0
"('t', '-', 'o', '-', 't', '-', 'w', 'o', 'w')",67
"('o', 't', '-', 'w', 'o', 'w', 't', '-', '-')",70
"('t', 'w', '-', 't', '-', '-', 'o', 'o', 'w')",58
"('o', 'w', '-', '-', 'w', 'o', '-', 't', 't')",68
"('-', 'w', 't', 'w', '-', 'o', '-', 't', 'o')",90
"('-', '-', 'w', 'w', 't', '-', 'o', 'o', 't')",75
"('-', 'o', 't', '-', 'o', 'w', '-', 't', 'w')",80
"('o', '-', 't', '-', 'w', '-', 't', 'w', 'o')",75
"('w', 'o', 'w', '-', 'o', '-', 't', '-', 't')",38
"('t', 't', 'w', 'w', '-', 'o', 'o', '-', '-')",86
"('o', 'w', '-', 't', 'o', 'w', '-', '-', 't')",66
"('w', 'o', 'w', '-', 't', 't', '-', 'o', '-')",75
"('t', '-', 'o', 't', '-', 'w', 'o', '-', 'w')",0
"('o', '-', '-', 't', 'w', 'o', '-', 'w', 't')",95
"('-', 'o', 'o', 'w', '-', '-', 't', 't', 'w')",71
"('o', 't', '-', '-', 't', 'o', '-', 'w', 'w')",68
"('w', 'o', '-', '-', 't', '-', 'w', 'o', 't')",0
"('o', 't', '-', 'w', '-', 't', 'o', 'w', '-')",0
"('-', 'w', 'o', 't', 'o', 't', '-', 'w', '-')",75
"('w', 't', '-', '-', 'o', 't', 'o', '-', 'w')",46
"('w', 't', '-', '-', 'o', '-', 'w', 'o', 't')",0
"('o', 'o', '-', 't', 'w', 'w', '-', 't', '-')",56
"('-', '-', 't', 'w', 'w', 'o', 'o', '-', 't')",0
"('-', '-', 'w', 't', 'o', '-', 'w', 't', 'o')",76
"('t', '-', 'o', 'w', '-', '-', 't', 'o', 'w')",0
"('t', 't', '-', 'w', 'o', '-', '-', 'w', 'o')",84
"('t', '-', 't', '-', 'w', 'o', '-', 'w', 'o')",0
"('t', '-', 'w', 'o', '-', 't', 'o', 'w', '-')",0
"('-', '-', 'o', 'w', 't', 't', 'o', 'w', '-')",57
"('-', 't', 'o', 'o', 'w', '-', 't', '-', 'w')",68
"('o', 'w', '-', 'w', 't', '-', 't', 'o', '-')",36
"('o', 'w', 'w', '-', 'o', '-', '-', 't', 't')",36
"('o', '-', 'w', '-', 't', 't', 'o', 'w', '-')",0
"('-', 'o', '-', '-', 't', 't', 'w', 'o', 'w')",60
"('-', '-', 'w', 'o', 'o', 't', 't', '-', 'w')",0
"('t', '-', '-', 'w', 'o', '-', 'w', 'o', 't')",0
"('o', 'w', 't', '-', 't', 'w', 'o', '-', '-')",0
"('w', 't', 'o', 'w', '-', '-', 'o', '-', 't')",80
"('-', 't', 't', 'o', '-', 'w', 'w', 'o', '-')",57
"('o', '-', '-', 'w', '-', 'w', 'o', 't', 't')",0
"('-', '-', 'w', 't', 'o', 't', 'o', 'w', '-')",56
"('t', 'w', '-', 'w', 't', 'o', 'o', '-', '-')",56
"('-', 't', 'o', 'o', 'w', 'w', '-', 't', '-')",75
"('t', 't', '-', 'w', '-', 'w', 'o', '-', 'o')",33
"('w', 't', 'w', 'o', 'o', 't', '-', '-', '-')",93
"('-', 't', '-', 'w', 'w', '-', 'o', 't', 'o')",0
"('o', 'w', '-', 't', 't', 'o', '-', '-', 'w')",79
"('t', '-', '-', 'o', '-', 'w', 't', 'o', 'w')",0
"('o', '-', 'o', 't', 'w', 'w', '-', 't', '-')",58
"('-', '-', '-', 't', 'w', 'o', 'w', 't', 'o')",105
"('w', 'o', '-', '-', 't', 'o', '-', 'w', 't')",67
"('w', 'o', 'o', 'w', 't', 't', '-', '-', '-')",30
"('o', 't', 'o', 'w', '-', '-', 't', '-', 'w')",69
"('w', '-', 't', '-', 'w', 't', 'o', '-', 'o')",71
"('o', '-', '-', 'o', 't', 'w', 'w', 't', '-')",85
"('t', '-', 'w', '-', 'o', 't', 'w', '-', 'o')",86
"('-', 'o', 't', 't', '-', '-', 'w', 'w', 'o')",75
"('o', 'o', 't', 'w', 'w', 't', '-', '-', '-')",42
"('-', 'w', 'w', '-', 'o', '-', 't', 'o', 't')",60
"('o', 'w', 't', 'w', '-', '-', '-', 'o', 't')",120
"('w', 'o', '-', '-', 'w', 't', 't', 'o', '-')",0
"('o', 't', '-', '-', 'w', '-', 'o', 'w', 't')",0
"('o', '-', 'w', 't', 'w', 't', '-', '-', 'o')",65
"('w', 't', '-', 'o', '-', 'w', 'o', '-', 't')",0
"('-', 't', 't', 'o', 'o', 'w', 'w', '-', '-')",79
"('-', 'o', 't', 'o', 'w', '-', 't', '-', 'w')",83
"('o', '-', 'w', '-', 'w', 'o', '-', 't', 't')",21
"('o', 't', '-', 'o', 't', '-', '-', 'w', 'w')",60
"('w', 'w', 't', '-', 'o', '-', '-', 'o', 't')",0
"('w', 'w', '-', 'o', 't', '-', '-', 't', 'o')",0
"('t', '-', '-', 'w', 't', 'o', 'w', '-', 'o')",0
"('t', 'o', 'w', '-', 'w', 't', '-', '-', 'o')",71
"('-', '-', '-', 't', 'w', 'w', 'o', 'o', 't')",71
"('w', '-', 'o', 't', '-', 'w', 't', '-', 'o')",0
"('-', 't', 'o', '-', 't', 'w', '-', 'o', 'w')",80
"('o', 't', '-', 'w', '-', '-', 't', 'o', 'w')",44
"('-', 'w', '-', 'o', 't', '-', 'w', 'o', 't')",52
"('w', 'o', 't', 'w', '-', '-', 't', 'o', '-')",85
"('-', 't', 't', 'o', '-', 'w', '-', 'o', 'w')",0
"('w', '-', 'w', 'o', 't', '-', 't', '-', 'o')",69
"('t', '-', 't', 'o', '-', '-', 'o', 'w', 'w')",0
"('o', 't', 't', 'w', '-', 'w', '-', 'o', '-')",58
"('-', '-', 't', 'w', 't', 'w', '-', 'o', 'o')",21
"('-', 't', 'w', 'o', 'o', '-', 'w', '-', 't')",83
"('t', 'o', '-', 'w', 'w', 't', 'o', '-', '-')",70
"('o', 'w', '-', 'w', '-', 't', '-', 'o', 't')",120
"('t', 'w', 'w', 'o', '-', 't', '-', '-', 'o')",65
"('t', 'w', '-', 'w', '-', '-', 't', 'o', 'o')",0
"('o', 'o', '-', 't', '-', 'w', '-', 't', 'w')",120
"('o', 'o', '-', '-', 'w', 'w', 't', 't', '-')",33
"('-', 'o', '-', 'o', 't', 'w', 'w', 't', '-')",0
"('-', '-', 't', 'o', 'w', '-', 'w', 'o', 't')",105
"('w', 't', '-', 'o', '-', '-', 'o', 'w', 't')",0
"('o', 't', '-', 'w', 'w', 't', '-', '-', 'o')",66
"('w', 't', 'o', '-', 'o', 't', 'w', '-', '-')",0
"('w', 'w', '-', '-', 'o', 'o', 't', '-', 't')",84
"('w', 'o', '-', 't', 'o', 't', 'w', '-', '-')",0
"('t', '-', 'w', 'o', '-', '-', 'w', 'o', 't')",72
"('t', '-', 'w', 'w', 'o', 'o', '-', 't', '-')",58
"('-', 't', '-', '-', 'w', 'w', 'o', 'o', 't')",62
"('-', 'o', 't', 't', '-', 'w', '-', 'w', 'o')",72
"('-', '-', 'o', 'o', 'w', 't', 'w', '-', 't')",0
"('o', 't', 'w', '-', '-', 'w', '-', 't', 'o')",80
"('o', '-', 'w', 't', 'o', '-', '-', 't', 'w')",120
"('o', 't', '-', 't', 'w', '-', '-', 'o', 'w')",84
"('w', '-', 'o', '-', '-', 'o', 't', 'w', 't')",58
"('-', '-', 't', 't', 'w', '-', 'w', 'o', 'o')",70
"('t', 't', '-', '-', '-', 'o', 'w', 'w', 'o')",0
"('-', 't', 'o', 'w', 'w', 't', '-', '-', 'o')",0
"('w', '-', 'w', '-', 't', '-', 'o', 't', 'o')",0
"('t', 'w', 'o', 'w', '-', '-', 'o', '-', 't')",72
"('o', '-', '-', 'w', 'w', 'o', 't', '-', 't')",33
"('w', '-', '-', '-', 't', 'w', 'o', 't', 'o')",0
"('w', '-', 'o', '-', 'o', 't', 't', 'w', '-')",57
"('t', 'o', '-', 'o', 't', '-', '-', 'w', 'w')",32
"('-', '-', 'w', 'o', '-', 't', 'w', 't', 'o')",82
"('-', 'o', 'w', 'o', '-', 'w', 't', 't', '-')",53
"('-', 'w', 't', 't', 'w', 'o', 'o', '-', '-')",66
"('-', '-', 'o', 'w', 't', 'w', 'o', '-', 't')",86
"('t', 'o', '-', 't', 'w', 'w', '-', 'o', '-')",60
"('-', 'w', '-', 'w', 'o', 't', '-', 'o', 't')",0
"('o', 't', '-', 't', '-', '-', 'w', 'w', 'o')",72
"('o', 'o', '-', 't', '-', 'w', 'w', 't', '-')",71
"('o', '-', '-', 'w', 't', 'w', 'o', '-', 't')",0
"('o', '-', 't', 't', 'w', '-', 'w', 'o', '-')",45
"('t', '-', 'o', 'o', 't', 'w', '-', 'w', '-')",75
"('o', 'w', '-', 'w', 't', '-', 'o', '-', 't')",0
"('-', 't', 'w', '-', '-', 'o', 'w', 't', 'o')",0
"('-', 'o', '-', 'o', 't', 'w', 't', '-', 'w')",120
"('-', 'o', '-', '-', 'o', 'w', 't', 'w', 't')",52
"('o', 'w', 't', '-', 'o', '-', 't', 'w', '-')",0
"('o', 'w', 't', '-', '-', 't', '-', 'o', 'w')",63
"('w', '-', '-', '-', 'o', 't', 'o', 'w', 't')",105
"('w', '-', 'o', '-', 't', 't', 'w', 'o', '-')",0
"('o', 'w', 't', '-', '-', 'o', '-', 'w', 't')",0
"('-', '-', 'w', 't', 't', 'o', '-', 'w', 'o')",90
"('-', 'w', 'o', 'o', 't', '-', 't', 'w', '-')",65
"('-', 'o', '-', '-', 't', 'w', 't', 'o', 'w')",0
"('t', 'o', '-', 'w', 'w', '-', '-', 'o', 't')",0
"('o', '-', 'w', 'o', 't', '-', 'w', 't', '-')",85
"('-', 'o', 'w', 'w', 't', 't', '-', 'o', '-')",75
"('w', 'o', 'o', 't', 'w', '-', 't', '-', '-')",0
"('w', '-', 'w', 't', 'o', '-', '-', 't', 'o')",77
"('-', '-', '-', 'o', 'w', 't', 'o', 'w', 't')",0
"('w', 'w', '-', 't', '-', '-', 't', 'o', 'o')",0
"('t', 't', 'o', 'o', '-', '-', '-', 'w', 'w')",99
"('o', 't', '-', 't', 'o', 'w', 'w', '-', '-')",56
"('w', 'o', '-', '-', 'o', 't', 'w', '-', 't')",0
"('t', '-', 'w', '-', '-', 'o', 'o', 'w', 't')",82
"('-', 'w', 't', 'o', '-', '-', 't', 'o', 'w')",76
"('w', 'o', '-', 'w', 't', 'o', '-', 't', '-')",60
"('-', '-', 'o', 't', 'w', 'o', '-', 'w', 't')",80
"('o', 'o', '-', 't', 'w', 't', 'w', '-', '-')",70
"('-', 'w', 't', 'w', '-', 't', 'o', '-', 'o')",71
"('o', 'w', '-', 't', 't', 'o', '-', 'w', '-')",0
"('w', '-', 't', 't', 'o', '-', '-', 'o', 'w')",95
"('t', 'o', 'w', '-', 'w', 't', 'o', '-', '-')",69
"('-', '-', 'w', 't', 'o', '-', 'o', 'w', 't')",51
"('-', 'w', '-', 'o', 't', 't', 'o', '-', 'w')",0
"('o', 't', '-', 't', '-', 'o', 'w', '-', 'w')",33
"('t', 'o', '-', '-', 't', '-', 'w', 'o', 'w')",0
"('t', 'w', 'o', '-', '-', '-', 'o', 't', 'w')",76
"('o', '-', '-', '-', 't', 'w', 'o', 'w', 't')",0
"('t', 'o', '-', 'o', '-', 'w', 'w', '-', 't')",72
"('t', '-', '-', 't', 'w', 'o', 'o', 'w', '-')",85
"('o', '-', '-', '-', 't', 't', 'w', 'o', 'w')",62
"('-', 'o', 't', 'w', 'w', 'o', '-', '-', 't')",0
"('t', '-', '-', 'o', '-', 'o', 'w', 'w', 't')",60
"('o', 't', 'w', '-', 'w', 'o', '-', 't', '-')",75
"('o', '-', 'w', 'w', 't', '-', 'o', 't', '-')",0
"('w', '-', '-', 'o', '-', 'w', 't', 't', 'o')",60
"('o', 'w', 't', '-', '-', 'o', 'w', 't', '-')",56
"('o', 'w', 'w', 't', 't', '-', '-', 'o', '-')",56
"('-', 'w', 'w', '-', '-', 'o', 'o', 't', 't')",48
"('-', 'w', 'o', '-', '-', 't', 'o', 'w', 't')",0
"('o', 'w', 't', '-', 't', 'o', '-', '-', 'w')",71
"('o', 'o', 't', '-', 'w', '-', '-', 'w', 't')",0
"('-', 't', 'w', 'w', '-', 't', '-', 'o', 'o')",21
"('-', 't', 'w', 'o', 'w', 't', '-', '-', 'o')",28
"('-', 'o', 'w', 'o', '-', 'w', 't', '-', 't')",71
"('o', 't', 'w', '-', 'w', 't', 'o', '-', '-')",0
"('w', '-', 'o', 't', '-', 'o', '-', 'w', 't')",44
"('w', '-', '-', 'o', 'w', 't', 't', '-', 'o')",72
"('t', '-', 'w', 'w', '-', 't', 'o', '-', 'o')",200
"('t', 'w', 'w', 't', '-', '-', 'o', '-', 'o')",79
"('w', '-', 'o', '-', 'o', '-', 'w', 't', 't')",0
"('w', 'o', '-', '-', 't', 'o', '-', 't', 'w')",75
"('o', '-', 'w', 'w', 't', 't', '-', '-', 'o')",65
"('w', '-', 't', 't', 'w', 'o', '-', '-', 'o')",0
"('t', 't', 'o', 'w', '-', '-', 'o', 'w', '-')",71
"('w', '-', 'o', '-', '-', 'w', 'o', 't', 't')",74
"('o', '-', 't', 'o', 'w', 'w', '-', 't', '-')",58
"('w', '-', 'w', 'o', 't', 't', '-', 'o', '-')",58
"('-', '-', 'o', 't', 'w', 'o', 't', 'w', '-')",0
"('t', 'w', 't', '-', '-', '-', 'w', 'o', 'o')",70
"('-', '-', 'o', 'o', 't', 'w', 'w', 't', '-')",105
"('-', 'o', 'o', 'w', '-', '-', 'w', 't', 't')",0
"('w', '-', 'o', '-', 'o', 't', '-', 'w', 't')",0
"('o', '-', 'o', 't', 't', '-', 'w', 'w', '-')",36
"('o', 't', 'w', '-', 'w', '-', '-', 'o', 't')",67
"('o', 'w', 't', 't', 'w', '-', 'o', '-', '-')",0
"('-', 'w', 't', 'o', 'o', 'w', '-', '-', 't')",0
"('o', 'w', '-', '-', 't', '-', 'o', 'w', 't')",0
"('o', 'w', 't', '-', 'o', '-', '-', 't', 'w')",52
"('o', '-', 'o', 'w', 'w', '-', 't', 't', '-')",36
"('-', 'w', '-', 'o', '-', 't', 'w', 'o', 't')",105
"('-', 'w', 'o', '-', 't', 'o', 't', 'w', '-')",80
"('-', '-', 'w', '-', 't', 'o', 'w', 't', 'o')",0
"('w', 'o', '-', 't', '-', 't', '-', 'o', 'w')",95
"('-', 'w', 't', 'o', 't', '-', 'w', '-', 'o')",46
"('t', '-', 'o', 'w', 'o', '-', 't', '-', 'w')",0
"('o', 'w', '-', '-', 't', '-', 't', 'o', 'w')",52
"('-', '-', 't', 't', 'o', 'w', 'o', '-', 'w')",0
"('-', 'o', 't', 'o', '-', 'w', '-', 'w', 't')",90
"('w', 'o', '-', 't', 'w', '-', 't', '-', 'o')",0
"('t', '-', '-', 'w', '-', 'w', 'o', 'o', 't')",60
"('t', 'w', '-', 'o', '-', 'o', 'w', 't', '-')",45
"('-', 'o', 't', '-', 't', '-', 'o', 'w', 'w')",46
"('-', 'o', 't', 't', 'w', 'w', '-', '-', 'o')",71
"('-', '-', 'o', 'w', 't', 't', 'w', 'o', '-')",0
"('t', 't', 'o', 'w', '-', '-', '-', 'w', 'o')",120
"('w', 'w', '-', 'o', 'o', 't', '-', '-', 't')",0
"('t', '-', 't', 'o', '-', 'w', 'o', 'w', '-')",0
"('-', 'o', 't', 'w', 'w', 'o', 't', '-', '-')",79
"('t', 'o', 'o', '-', '-', 'w', 't', 'w', '-')",0
"('o', 't', '-', 'w', '-', 'w', 'o', 't', '-')",0
"('t', '-', 'w', '-', '-', 't', 'w', 'o', 'o')",74
"('-', 'o', '-', 'w', '-', 't', 'o', 'w', 't')",105
"('o', '-', 't', '-', 'w', 'o', '-', 'w', 't')",0
"('w', 'w', '-', 't', '-', 't', 'o', 'o', '-')",36
"('w', '-', 'o', 't', '-', 'o', 'w', '-', 't')",0
"('w', 'w', '-', 't', '-', 't', '-', 'o', 'o')",99
"('-', 'w', 'o', 'w', '-', 'o', 't', 't', '-')",53
"('w', '-', 't', 'w', 'o', 'o', 't', '-', '-')",69
"('w', '-', 'o', 't', 'w', 'o', 't', '-', '-')",0
"('-', 'w', '-', 'w', '-', 't', 'o', 'o', 't')",0
"('w', 'o', '-', 'w', 'o', '-', 't', 't', '-')",34
"('w', '-', 't', 'o', '-', 't', '-', 'o', 'w')",44
"('t', 't', '-', '-', 'o', 'w', 'w', 'o', '-')",0
"('w', 'o', '-', 't', 'w', '-', '-', 'o', 't')",0
"('o', 'w', 'w', '-', 't', '-', 'o', '-', 't')",0
"('w', 'o', '-', '-', '-', 't', 'w', 't', 'o')",0
"('t', 'o', '-', 'w', '-', 't', '-', 'o', 'w')",95
"('-', 'w', 't', 'o', '-', '-', 'o', 'w', 't')",0
"('w', '-', '-', 'o', 'o', 't', '-', 't', 'w')",54
"('o', 'w', 't', 'o', '-', 'w', '-', '-', 't')",0
"('w', '-', 'w', 't', 't', 'o', '-', '-', 'o')",0
"('-', '-', '-', 'w', 'o', 'w', 't', 'o', 't')",0
"('t', 't', '-', '-', '-', 'o', 'w', 'o', 'w')",67
"('o', 't', '-', '-', '-', 'o', 'w', 'w', 't')",75
"('w', 't', '-', 't', '-', 'o', 'w', '-', 'o')",0
"('-', 'o', '-', 't', 'w', 't', '-', 'w', 'o')",0
"('-', 't', 'w', '-', 'o', '-', 't', 'o', 'w')",0
"('-', 'o', 'w', '-', 'w', '-', 'o', 't', 't')",46
"('w', '-', 't', 'o', '-', 'o', '-', 'w', 't')",0
"('t', '-', 'o', '-', 'o', 'w', '-', 't', 'w')",0
"('-', '-', 'o', 'o', '-', 't', 'w', 'w', 't')",0
"('t', 'w', 'w', '-', 'o', 'o', '-', 't', '-')",48
"('o', '-', '-', 'w', 't', 't', '-', 'o', 'w')",50
"('o', '-', 'w', '-', '-', 't', 't', 'o', 'w')",0
"('-', '-', 't', 'w', 'w', 't', 'o', 'o', '-')",53
"('w', '-', 'o', 'o', '-', 't', 't', 'w', '-')",86
"('t', 'o', 'o', 'w', 't', '-', 'w', '-', '-')",0
"('w', '-', 'o', '-', 'w', 't', '-', 't', 'o')",90
"('w', 't', 'o', '-', '-', '-', 'w', 'o', 't')",0
"('o', 'w', '-', '-', 'w', '-', 't', 'o', 't')",60
"('t', '-', 't', 'o', '-', 'o', 'w', 'w', '-')",32
"('t', 't', 'o', 'o', '-', 'w', 'w', '-', '-')",86
"('-', '-', 't', 'o', 'w', 'o', 't', '-', 'w')",86
"('w', 'o', 'w', 't', 't', '-', '-', 'o', '-')",0
"('o', 'o', '-', 'w', '-', 't', 'w', '-', 't')",0
"('t', 'o', 'w', '-', 'o', '-', 't', 'w', '-')",0
"('w', 't', '-', 'w', 't', 'o', '-', 'o', '-')",54
"('w', 'o', 'o', 't', 't', '-', '-', '-', 'w')",66
"('-', 'o', 'w', '-', 'w', 'o', 't', 't', '-')",20
"('o', '-', 'w', '-', 't', 'o', '-', 't', 'w')",0
"('-', 't', 'w', '-', '-', 't', 'o', 'o', 'w')",0
"('t', 'o', 'w', '-', '-', 'w', '-', 't', 'o')",63
"('-', 'o', 'o', 't', '-', 't', 'w', 'w', '-')",84
"('-', 't', 'w', 't', '-', 'o', '-', 'w', 'o')",90
"('-', '-', 'o', 'o', 't', 't', '-', 'w', 'w')",21
"('t', '-', '-', 'w', 'w', 'o', '-', 't', 'o')",120
"('o', 't', 'o', '-', 'w', '-', 't', '-', 'w')",68
"('w', 't', '-', 'o', 'w', '-', 't', 'o', '-')",36
"('w', 'w', 'o', '-', 't', 't', '-', 'o', '-')",58
"('-', '-', 'o', 'w', 't', 'o', '-', 'w', 't')",63
"('t', 'o', 't', '-', '-', 'o', '-', 'w', 'w')",21
"('-', 'w', 'o', '-', '-', 't', 'w', 't', 'o')",80
"('w', '-', 'o', 'w', 't', 't', 'o', '-', '-')",69
"('-', 'w', '-', 't', 'w', 'o', 'o', 't', '-')",76
"('w', 't', 't', '-', '-', 'o', '-', 'o', 'w')",54
"('t', 'o', 't', '-', '-', '-', 'o', 'w', 'w')",70
"('o', 'w', 't', 'w', '-', 'o', '-', '-', 't')",0
"('o', 'w', 'w', '-', 't', 't', 'o', '-', '-')",0
"('w', '-', '-', 't', 'o', '-', 'w', 't', 'o')",0
"('w', 't', '-', 'o', 'w', '-', '-', 'o', 't')",84
"('o', 't', '-', 'w', 'w', '-', 'o', '-', 't')",0
"('o', 'w', 't', 'w', 'o', '-', '-', '-', 't')",0
"('-', 't', 't', 'w', '-', 'o', 'o', 'w', '-')",57
"('-', 't', 't', '-', 'o', 'o', 'w', 'w', '-')",20
"('o', '-', 'w', 'o', 'w', '-', '-', 't', 't')",38
"('w', 'w', '-', '-', 'o', 'o', 't', 't', '-')",33
"('-', 'o', 'w', '-', '-', 'w', 't', 'o', 't')",90
"('t', '-', '-', 'o', 'o', '-', 'w', 't', 'w')",68
"('o', 't', '-', '-', 'w', 't', 'o', '-', 'w')",0
"('w', 'w', 't', '-', 'o', 't', '-', 'o', '-')",0
"('o', 't', 't', '-', '-', 'o', 'w', '-', 'w')",36
"('-', '-', 'o', 'w', 't', 't', 'w', '-', 'o')",0
"('w', '-', 'o', 'o', '-', 't', '-', 't', 'w')",64
"('t', 'w', 'w', '-', 'o', '-', '-', 'o', 't')",75
"('w', 't', 'o', '-', '-', 't', 'o', '-', 'w')",56
"('w', 'w', 'o', '-', '-', 't', 'o', 't', '-')",63
"('w', '-', '-', 'w', 't', 'o', 't', 'o', '-')",73
"('w', '-', '-', 'w', 'o', 't', 't', '-', 'o')",80
"('w', 'w', 't', '-', 'o', '-', 't', 'o', '-')",0
"('o', 't', 't', '-', '-', 'w', 'o', '-', 'w')",0
"('o', 'w', 't', '-', 'w', 'o', 't', '-', '-')",66
"('-', 'w', 'o', 't', 'o', 'w', '-', '-', 't')",28
"('w', 't', 't', '-', '-', 'o', '-', 'w', 'o')",0
"('-', 'o', 'w', 't', '-', '-', 'w', 't', 'o')",76
"('o', 'o', 't', 't', 'w', '-', '-', '-', 'w')",79
"('t', '-', 't', 'w', 'w', '-', 'o', 'o', '-')",36
"('t', 'o', '-', '-', 'o', '-', 'w', 'w', 't')",38
"('o', '-', 't', 'w', '-', 'w', '-', 'o', 't')",0
"('o', 't', 'w', 'w', '-', '-', 'o', '-', 't')",0
"('-', 'w', 'o', 'o', '-', 't', 'w', '-', 't')",0
"('t', 'o', 't', '-', '-', 'o', 'w', 'w', '-')",84
"('-', 'w', 'o', 't', 'w', 'o', 't', '-', '-')",0
"('t', '-', 't', 'o', 'o', 'w', '-', 'w', '-')",75
"('t', 'w', 'o', 'o', 't', '-', '-', '-', 'w')",79
"('-', 'o', 'w', 'w', 'o', 't', 't', '-', '-')",66
"('t', 'o', 'o', 't', '-', 'w', '-', 'w', '-')",58
"('t', '-', 'w', 'o', 't', 'o', '-', '-', 'w')",0
"('w', 'o', 't', 'w', '-', '-', 't', '-', 'o')",80
"('o', 'w', '-', '-', 'w', 't', 'o', '-', 't')",0
"('w', '-', '-', 'o', 'o', '-', 'w', 't', 't')",0
"('t', '-', '-', 'o', 'w', 'o', '-', 't', 'w')",77
"('t', 't', '-', 'o', '-', 'w', 'o', 'w', '-')",0
"('o', 't', 'w', '-', '-', 'o', '-', 't', 'w')",0
"('t', 't', 'o', 'w', '-', '-', 'o', '-', 'w')",72
"('t', '-', 'w', '-', 'o', 't', 'w', 'o', '-')",105
"('-', '-', 'w', 'o', 'w', 't', 't', 'o', '-')",57
"('t', 'w', '-', '-', 't', '-', 'o', 'w', 'o')",0
"('-', '-', 'o', 't', 't', '-', 'w', 'w', 'o')",0
"('-', 'o', '-', '-', 'o', 'w', 't', 't', 'w')",120
"('-', 'w', '-', 't', '-', 'o', 'o', 'w', 't')",75
"('t', 'o', 't', 'w', 'o', '-', 'w', '-', '-')",0
"('o', 't', '-', 't', '-', '-', 'o', 'w', 'w')",0
"('t', 't', 'o', '-', 'w', '-', '-', 'o', 'w')",52
"('t', 'w', 't', '-', 'w', '-', 'o', '-', 'o')",38
"('t', 'o', '-', 'o', '-', '-', 'w', 'w', 't')",72
"('-', '-', 'w', 'w', '-', 'o', 'o', 't', 't')",74
"('-', 't', 'w', 'o', 'o', '-', 'w', 't', '-')",0
"('o', '-', 'o', 't', 't', '-', 'w', '-', 'w')",33
"('o', '-', 't', 'w', 'w', '-', 'o', '-', 't')",0
"('-', '-', '-', 'w', 'o', 't', 'o', 't', 'w')",51
"('-', 'o', 'w', '-', 't', 'w', '-', 'o', 't')",0
"('o', 't', '-', 'w', 'o', '-', 't', '-', 'w')",62
"('t', 'w', 't', '-', 'o', '-', '-', 'o', 'w')",0
"('t', 't', '-', 'o', 'w', 'w', '-', '-', 'o')",66
"('-', 't', 'o', '-', 'w', 't', 'o', 'w', '-')",90
"('o', 'w', 'o', 't', '-', '-', '-', 't', 'w')",77
"('w', 'o', '-', 't', 't', '-', 'o', '-', 'w')",62
"('t', 'o', 'w', '-', 'w', 'o', '-', '-', 't')",28
"('o', '-', 'w', '-', 'o', '-', 't', 'w', 't')",67
"('t', '-', 'w', 'w', '-', 'o', 'o', 't', '-')",86
"('o', 'w', 'o', 't', 'w', '-', '-', '-', 't')",55
"('o', '-', '-', 'w', '-', 't', 'o', 'w', 't')",0
"('t', 'w', '-', 'o', '-', 'o', '-', 'w', 't')",95
"('o', 't', 'w', '-', '-', 'o', 'w', 't', '-')",105
"('o', 'w', 't', 'o', '-', 't', 'w', '-', '-')",66
"('-', 't', 'o', 'w', 'o', 'w', '-', '-', 't')",71
"('-', 'w', 'w', 'o', 't', 'o', '-', 't', '-')",75
"('t', 'o', 't', '-', 'o', 'w', 'w', '-', '-')",66
"('-', 't', 'o', 'w', 't', 'w', 'o', '-', '-')",66
"('-', 't', '-', 't', 'o', '-', 'w', 'w', 'o')",48
"('w', 't', '-', 'o', 'o', 'w', '-', 't', '-')",0
"('w', 'o', '-', '-', 't', 'o', 'w', '-', 't')",0
"('t', '-', 'w', 'o', '-', 't', 'w', '-', 'o')",48
"('o', 't', '-', '-', 'o', '-', 'w', 't', 'w')",0
"('w', 'o', '-', '-', 't', 't', '-', 'w', 'o')",67
"('t', '-', 'o', '-', 'w', '-', 'w', 'o', 't')",51
"('w', '-', 't', 'o', 't', '-', 'o', '-', 'w')",0
"('w', '-', '-', 't', '-', 'w', 'o', 'o', 't')",60
"('w', 'o', '-', '-', 't', 'o', 't', '-', 'w')",46
"('o', 't', '-', 'w', '-', 't', 'w', 'o', '-')",0
"('o', 't', 'w', 'w', '-', 'o', 't', '-', '-')",48
"('t', 't', '-', 'o', 'o', 'w', 'w', '-', '-')",56
"('-', 'w', 't', 'o', 'o', '-', 't', 'w', '-')",0
"('-', 't', '-', 't', 'o', 'w', 'w', 'o', '-')",0
"('o', '-', 'o', 't', 't', 'w', 'w', '-', '-')",86
"('-', '-', 't', 'w', 'o', 'o', 't', '-', 'w')",56
"('w', '-', '-', 't', 'o', '-', 't', 'w', 'o')",0
"('o', '-', 'o', 't', '-', 't', '-', 'w', 'w')",20
"('-', 'w', '-', '-', 't', 'w', 'o', 'o', 't')",62
"('t', '-', 'w', 't', 'o', 'w', '-', '-', 'o')",68
"('-', 'o', 'w', '-', 'w', 'o', '-', 't', 't')",200
"('-', 'w', 'o', 'w', 't', '-', 't', 'o', '-')",63
"('w', 'o', '-', 't', 'o', '-', 'w', 't', '-')",0
